method,query,product_id,score,rank,relevance_score
BM25,dia de los muertos arts and crafts,B005BU9MTO,23.479535,10,0
BM25,diaper bag,B07HC3M6CD,17.067933,1,0
BM25,diaper bag,B07PGN9PGD,16.974366,2,0
BM25,diaper bag,B07Y6B2HPN,16.756713,3,0
BM25,diaper bag,B07C3SWZXK,16.579505,4,0
BM25,diaper bag,B07M7D9ZP3,16.110313,5,0
BM25,diaper bag,B0764KDSR6,15.819334,6,0
BM25,diaper bag,B08TG7D5LF,15.788256,7,0
BM25,diaper bag,B073CLKNK3,15.308167,8,0
BM25,diaper bag,B009F98SSS,15.263254,9,0
BM25,diaper bag,B0746MX5NN,14.829979,10,0
BM25,diaper pail,B073CLKNK3,23.819827,1,1
BM25,diaper pail,B00R5BVLXW,23.717708,2,0
BM25,diaper pail,B01A6R2194,23.50924,3,0
BM25,diaper pail,B07Z8L2KJL,23.363786,4,0
BM25,diaper pail,B01CM2MPNS,22.322123,5,0
BM25,diaper pail,B0054QZIL6,21.817196,6,1
BM25,diaper pail,B078X6BMMN,20.713388,7,0
BM25,diaper pail,B00IZULWCC,20.623462,8,0
BM25,diaper pail,B01DB4RP8Q,14.335275,9,0
BM25,diaper pail,B01N3Z6WOX,12.344991,10,0
BM25,dice tower dungeons and dragons,B08C4TSY9Q,57.055179,1,0
BM25,dice tower dungeons and dragons,B07VZFWFW2,35.369996,2,0
BM25,dice tower dungeons and dragons,B07FVXCV9G,32.957558,3,0
BM25,dice tower dungeons and dragons,B07D497XCH,31.275392,4,0
BM25,dice tower dungeons and dragons,B074WPY4ZM,31.085537,5,0
BM25,dice tower dungeons and dragons,B07DLXD9F4,30.248107,6,1
BM25,dice tower dungeons and dragons,B092M86YY6,30.043671,7,0
BM25,dice tower dungeons and dragons,B0794Z8XRP,27.75255,8,0
BM25,dice tower dungeons and dragons,B08J5CZ6Y3,27.681336,9,0
BM25,dice tower dungeons and dragons,B07SRDJBT9,27.617406,10,0
BM25,dickies scrub pants women natural rise,B073BQ1G39,32.618811,1,0
BM25,dickies scrub pants women natural rise,B077YP8823,29.638591,2,0
BM25,dickies scrub pants women natural rise,B078D7G7F1,29.583944,3,0
BM25,dickies scrub pants women natural rise,B071K9PGW9,28.368232,4,0
BM25,dickies scrub pants women natural rise,B071K9PJF4,27.064118,5,0
BM25,dickies scrub pants women natural rise,B072N3YW38,27.02848,6,0
BM25,dickies scrub pants women natural rise,B077YTBWY9,26.882227,7,0
BM25,dickies scrub pants women natural rise,B0721NSSMC,26.781632,8,0
BM25,dickies scrub pants women natural rise,B00AZNYK76,25.281293,9,0
BM25,dickies scrub pants women natural rise,B07KYWQRX8,25.245023,10,0
BM25,dickies work shorts big and tall,B06Y5BGSYR,33.880527,1,0
BM25,dickies work shorts big and tall,B0776V7Q1T,30.093793,2,0
BM25,dickies work shorts big and tall,B00B6E79X0,28.351786,3,0
BM25,dickies work shorts big and tall,B004R8Q8E8,27.378696,4,3
BM25,dickies work shorts big and tall,B003N28XQU,26.427232,5,0
BM25,dickies work shorts big and tall,B00O41298W,24.13418,6,0
BM25,dickies work shorts big and tall,B07D5J6YQP,22.840766,7,0
BM25,dickies work shorts big and tall,B07F5HHD2C,22.738233,8,0
BM25,dickies work shorts big and tall,B07NXXBRMQ,21.815989,9,0
BM25,dickies work shorts big and tall,B00GBSEOT8,21.681356,10,0
BM25,different sizes mason jar set,B07XJC7MQL,28.164536,1,0
BM25,different sizes mason jar set,B01L7EC33E,26.397886,2,0
BM25,different sizes mason jar set,B07VQZ2R56,25.205192,3,0
BM25,different sizes mason jar set,B08RDFQHD6,25.057525,4,0
BM25,different sizes mason jar set,B07S91KLZR,24.575476,5,0
BM25,different sizes mason jar set,B079CB87D6,24.14094,6,0
BM25,different sizes mason jar set,B07Y4CBGGZ,24.116877,7,0
BM25,different sizes mason jar set,B07TCGC2N4,24.057199,8,0
BM25,different sizes mason jar set,B07CRXWVHJ,23.36096,9,0
BM25,different sizes mason jar set,B07XJ5PJJ7,22.867852,10,0
BM25,diffraction glasses hearts,B07DFC39GZ,13.566617,1,0
BM25,diffraction glasses hearts,B01EYFOTVC,13.408839,2,0
BM25,diffraction glasses hearts,B07MHW6H19,13.394971,3,0
BM25,diffraction glasses hearts,B0794DYB8P,13.270853,4,0
BM25,diffraction glasses hearts,B074BCQYZS,13.02755,5,0
BM25,diffraction glasses hearts,B07PKWT278,12.581078,6,0
BM25,diffraction glasses hearts,B07WDCR39C,12.291129,7,0
BM25,diffraction glasses hearts,B086XHNRG6,11.764535,8,0
BM25,diffraction glasses hearts,B07YBHGT31,11.685633,9,0
BM25,diffraction glasses hearts,B0877Y9LC2,11.036816,10,0
BM25,digestive enzyme supplements,B0742J2PCR,28.02244,1,0
BM25,digestive enzyme supplements,B08F8YC7C2,26.819869,2,0
BM25,digestive enzyme supplements,B004H4A2PS,23.202476,3,0
BM25,digestive enzyme supplements,B00HS07TH2,23.101893,4,0
BM25,digestive enzyme supplements,B0036DHWQ8,22.191533,5,0
BM25,digestive enzyme supplements,B0811P73BT,20.862962,6,0
BM25,digestive enzyme supplements,B0711M2TCG,20.111083,7,0
BM25,digestive enzyme supplements,B004H2QWDQ,19.970504,8,0
BM25,digestive enzyme supplements,B08PW5XFQ9,19.715032,9,0
BM25,digestive enzyme supplements,B00Y8MPKVU,19.174565,10,0
BM25,digital picture frame,B00HQTOWF2,19.403199,1,1
BM25,digital picture frame,B07MCNR696,18.506736,2,0
BM25,digital picture frame,B002PXLQSK,18.413354,3,1
BM25,digital picture frame,B086WNVXJL,17.958233,4,0
BM25,digital picture frame,B071R1SKP1,16.947172,5,0
BM25,digital picture frame,B07L2NSJ2B,16.449775,6,0
BM25,digital picture frame,B01N9RYIKI,15.208717,7,0
BM25,digital picture frame,B08S39KVKT,14.774006,8,0
BM25,digital picture frame,B0764J6QC5,14.73116,9,0
BM25,digital picture frame,B07H2QXH44,14.568994,10,0
BM25,dirty clothes hamper,B0157E149Y,26.51615,1,0
BM25,dirty clothes hamper,B07WLDBVSB,25.864529,2,0
BM25,dirty clothes hamper,B07T4MXTBH,24.031253,3,0
BM25,dirty clothes hamper,B07X4784N5,22.801139,4,0
BM25,dirty clothes hamper,B07CWSCN3L,21.410211,5,0
BM25,dirty clothes hamper,B07KPT2L7Z,20.738999,6,0
BM25,dirty clothes hamper,B07145D93P,20.345998,7,0
BM25,dirty clothes hamper,B07GZRP348,20.166289,8,0
BM25,dirty clothes hamper,B07YHLVFJ7,19.016197,9,0
BM25,dirty clothes hamper,B07ZV4LW51,13.769259,10,0
BM25,discmania p2,B08YRY8R22,17.014439,1,2
BM25,discmania p2,B004UFHX10,14.400498,2,0
BM25,discmania p2,B07S11DQG6,11.815025,3,0
BM25,discmania p2,B004UFHXI8,11.468827,4,0
BM25,discmania p2,B07SJR6HL3,11.217415,5,0
BM25,discmania p2,B07WC1VYHG,9.568838,6,0
BM25,discmania p2,B07ZFNN72Z,9.177918,7,0
BM25,discmania p2,B07Y4RMJHL,8.643911,8,0
BM25,discmania p2,B08531XHNQ,7.827571,9,0
BM25,discmania p2,B07JNFKYC3,7.595206,10,0
BM25,dishwasher detergent,B01NCJSM2T,14.493061,1,3
BM25,dishwasher detergent,B0857XP96L,14.292946,2,0
BM25,dishwasher detergent,B01MG1XFAW,12.566779,3,0
BM25,dishwasher detergent,B073H9Q9JK,12.282314,4,0
BM25,dishwasher detergent,B0187S2XHO,11.29207,5,0
BM25,dishwasher detergent,B07Y7MLV9G,10.901952,6,0
BM25,dishwasher detergent,B00NWFKFBE,10.424048,7,0
BM25,dishwasher detergent,B00NWFKHOE,10.424048,8,0
BM25,dishwasher detergent,B07L17VW45,10.365294,9,0
BM25,dishwasher detergent,B07B6B1KQ5,10.325177,10,0
BM25,dishwasher machine,B07H42SZ13,11.28654,1,0
BM25,dishwasher machine,B007P606VA,10.14822,2,0
BM25,dishwasher machine,B06X988TDB,9.593042,3,0
BM25,dishwasher machine,B07QXXPPX4,8.663005,4,1
BM25,dishwasher machine,B00KA8YC6A,8.622743,5,0
BM25,dishwasher machine,B07QYTY27M,8.570197,6,0
BM25,dishwasher machine,B078TM1TXL,8.33332,7,0
BM25,dishwasher machine,B08C741KNJ,8.3012,8,0
BM25,dishwasher machine,B0855C429Z,8.271381,9,0
BM25,dishwasher machine,B01DI9W9ZI,8.247581,10,0
BM25,disinfecterial wipe,B0771FFJ1J,8.337843,1,0
BM25,disinfecterial wipe,B089KBT52R,7.842065,2,0
BM25,disinfecterial wipe,B07GQJ53X8,7.34869,3,0
BM25,disinfecterial wipe,0312499221,7.332053,4,0
BM25,disinfecterial wipe,0312526504,7.090905,5,0
BM25,disinfecterial wipe,B0027FG9VU,7.033077,6,0
BM25,disinfecterial wipe,B019FZ1SLU,6.852367,7,0
BM25,disinfecterial wipe,B07RHGMRWY,6.837899,8,0
BM25,disinfecterial wipe,B074T89N1P,6.679025,9,0
BM25,disinfecterial wipe,B07PWPPLBJ,6.671536,10,0
BM25,disk clean,B07J4PJNZF,13.635772,1,0
BM25,disk clean,B00HEUKOKK,11.778237,2,0
BM25,disk clean,B077ZH94FN,11.4276,3,0
BM25,disk clean,B06W5T6393,11.384786,4,0
BM25,disk clean,B0000E1717,11.097772,5,0
BM25,disk clean,B00RXEWOAA,10.987392,6,0
BM25,disk clean,B00000IWEU,10.920498,7,0
BM25,disk clean,B0893HQLBS,10.581442,8,0
BM25,disk clean,B00K899QA8,10.248777,9,0
BM25,disk clean,B01302GZZ8,10.191239,10,0
BM25,disney parks minnie mouse rose gold sequined ear headband,B07V65HC5M,44.122383,1,0
BM25,disney parks minnie mouse rose gold sequined ear headband,B07F288T3Q,39.074391,2,3
BM25,disney parks minnie mouse rose gold sequined ear headband,B07RST3K4S,35.450836,3,0
BM25,disney parks minnie mouse rose gold sequined ear headband,B07GN6QQR8,35.26322,4,0
BM25,disney parks minnie mouse rose gold sequined ear headband,B07B79BPVN,35.181391,5,0
BM25,disney parks minnie mouse rose gold sequined ear headband,B07MQBQGDF,33.226516,6,0
BM25,disney parks minnie mouse rose gold sequined ear headband,B07F2P8SWS,32.359228,7,0
BM25,disney parks minnie mouse rose gold sequined ear headband,B07TVFHC44,32.100823,8,0
BM25,disney parks minnie mouse rose gold sequined ear headband,B01E66N9D8,31.531226,9,0
BM25,disney parks minnie mouse rose gold sequined ear headband,B00WHYM1XQ,31.044251,10,0
BM25,disney scented candles,B07XCXXRRD,28.826509,1,2
BM25,disney scented candles,B074CQ4LKV,22.798761,2,0
BM25,disney scented candles,B089R83W7P,20.221997,3,0
BM25,disney scented candles,B082WGWG4G,19.29792,4,0
BM25,disney scented candles,B07NP2BZV4,17.667212,5,0
BM25,disney scented candles,B01LYP9LQ2,17.51875,6,0
BM25,disney scented candles,B07PQ5N95L,17.257566,7,0
BM25,disney scented candles,B08TC83QSR,17.243108,8,0
BM25,disney scented candles,B00436TQ3E,17.095245,9,0
BM25,disney scented candles,B072287KLR,16.514939,10,0
BM25,disney vans,B00RC7S5T2,24.43522,1,3
BM25,disney vans,B00KC8YEE8,14.842045,2,0
BM25,disney vans,B07L24PSC2,14.472094,3,0
BM25,disney vans,B07MNVPLGL,14.376853,4,0
BM25,disney vans,B077J2CLBC,14.133802,5,0
BM25,disney vans,B00KC8ZMXA,13.847122,6,0
BM25,disney vans,B000NSMIUY,13.572573,7,0
BM25,disney vans,B01N7KEF9G,13.416971,8,0
BM25,disney vans,B07FXRQGY1,13.405278,9,0
BM25,disney vans,B00CP0K38W,13.30729,10,0
BM25,disney women,B073WX5999,14.69753,1,0
BM25,disney women,B08G9WJ28K,13.083069,2,0
BM25,disney women,B09HR2XFXG,11.385416,3,0
BM25,disney women,B07MSVSTY8,11.375533,4,0
BM25,disney women,B012P88HBS,11.245642,5,0
BM25,disney women,B012M2DL0Y,11.233364,6,0
BM25,disney women,B07SNP52SZ,11.233164,7,0
BM25,disney women,B07RK5KZMY,11.202588,8,0
BM25,disney women,B08D59KJ7K,11.172177,9,0
BM25,disney women,B07RST3K4S,11.064248,10,0
BM25,disney: storybook collection advent calendar,B0752WQLGK,27.490875,1,0
BM25,disney: storybook collection advent calendar,B07WR2HHGL,26.576808,2,0
BM25,disney: storybook collection advent calendar,B06WVQV8X9,25.928254,3,0
BM25,disney: storybook collection advent calendar,B07NC4LBPN,24.735511,4,0
BM25,disney: storybook collection advent calendar,B000G1YWK2,16.561704,5,0
BM25,disney: storybook collection advent calendar,B07YBMH2LW,16.187401,6,0
BM25,disney: storybook collection advent calendar,145212230X,14.524271,7,0
BM25,disney: storybook collection advent calendar,B079DKJM1K,14.336284,8,0
BM25,disney: storybook collection advent calendar,B009TNOF9G,13.588112,9,0
BM25,disney: storybook collection advent calendar,B0016OKR70,13.514029,10,0
BM25,divorced af shirt women,B07HXSH1ZY,44.468457,1,3
BM25,divorced af shirt women,B07WRSSRXY,16.007328,2,0
BM25,divorced af shirt women,B097NKD3N3,15.171367,3,0
BM25,divorced af shirt women,B08JM56HV9,14.884703,4,0
BM25,divorced af shirt women,B0967R8JMV,14.831733,5,0
BM25,divorced af shirt women,B09F9SDFX3,14.472941,6,0
BM25,divorced af shirt women,B09FZ1L12W,14.436025,7,0
BM25,divorced af shirt women,B09DC31C1V,14.336562,8,0
BM25,divorced af shirt women,B0101RW3QK,14.257652,9,0
BM25,divorced af shirt women,B07V8GLQLG,13.592866,10,0
BM25,dj pionner controlador,B07KQYXJB4,16.936659,1,0
BM25,dj pionner controlador,B07VYW5D36,14.366636,2,0
BM25,dj pionner controlador,B01J9SRV5K,13.742015,3,0
BM25,dj pionner controlador,B01FHJLE6M,13.742015,4,0
BM25,dj pionner controlador,B07F3TNCMK,13.68498,5,0
BM25,dj pionner controlador,B07QMQ5YGK,13.612824,6,0
BM25,dj pionner controlador,B07RPW4PSS,13.60055,7,0
BM25,dj pionner controlador,B08NP5BGK3,13.164321,8,3
BM25,dj pionner controlador,B07X95RXBZ,12.956394,9,0
BM25,dj pionner controlador,B08QW7P52S,12.883398,10,0
BM25,dji air 2,B08BW3TQ2D,23.733121,1,0
BM25,dji air 2,B087QGWK6N,21.86279,2,1
BM25,dji air 2,B07GJNFV6Q,20.549875,3,0
BM25,dji air 2,B07K1RP6TK,20.448991,4,0
BM25,dji air 2,B08JHDWCJN,20.033873,5,0
BM25,dji air 2,B087QJWNFQ,18.418651,6,0
BM25,dji air 2,B07B2P8GDL,18.36553,7,0
BM25,dji air 2,B08JC5239K,18.292756,8,0
BM25,dji air 2,B07GTV1ZHM,17.933697,9,0
BM25,dji air 2,B07T6F528G,17.462295,10,0
BM25,dji inspire 2,B00ZZPYIVW,24.849882,1,1
BM25,dji inspire 2,B07PZ8T1GK,20.305563,2,0
BM25,dji inspire 2,B073WV87KD,20.267223,3,0
BM25,dji inspire 2,B01EFC08GE,19.216674,4,0
BM25,dji inspire 2,B08BW3TQ2D,17.678844,5,0
BM25,dji inspire 2,B07ZL6CFSW,17.226402,6,0
BM25,dji inspire 2,B07K1RP6TK,16.853507,7,0
BM25,dji inspire 2,B087QGWK6N,16.449628,8,0
BM25,dji inspire 2,B07GPLCCT7,16.378515,9,0
BM25,dji inspire 2,B07B2P8GDL,15.977888,10,0
BM25,dji osmo underwater light,B07ZJ7DFWT,33.822144,1,1
BM25,dji osmo underwater light,B07V6DZVC5,29.83595,2,1
BM25,dji osmo underwater light,B07SMNNRV2,28.990218,3,1
BM25,dji osmo underwater light,B07ZL6CFSW,28.791798,4,0
BM25,dji osmo underwater light,B07QVQ1CVH,28.440755,5,0
BM25,dji osmo underwater light,B07N3YB4ZR,26.867317,6,1
BM25,dji osmo underwater light,B0834ZNN1L,25.268295,7,0
BM25,dji osmo underwater light,B07S58LSRG,25.105991,8,0
BM25,dji osmo underwater light,B08MRQ2638,24.765871,9,0
BM25,dji osmo underwater light,B07TS78WMN,24.050971,10,0
BM25,dji remote tablet holder pgytech,B073WV87KD,34.092371,1,1
BM25,dji remote tablet holder pgytech,B07GLLYZPC,31.50264,2,1
BM25,dji remote tablet holder pgytech,B01EFC08GE,30.323895,3,0
BM25,dji remote tablet holder pgytech,B07SGZFXV6,22.23259,4,1
BM25,dji remote tablet holder pgytech,B081HCFB36,20.795596,5,0
BM25,dji remote tablet holder pgytech,B07PZ8T1GK,20.695351,6,0
BM25,dji remote tablet holder pgytech,B00ZZPYIVW,20.513409,7,0
BM25,dji remote tablet holder pgytech,B07K1RP6TK,20.203385,8,0
BM25,dji remote tablet holder pgytech,B088PM3FTN,19.947015,9,0
BM25,dji remote tablet holder pgytech,B07B2P8GDL,18.896387,10,0
BM25,dji zoom 2,B07K1RP6TK,26.496439,1,0
BM25,dji zoom 2,B07GPLCCT7,24.224003,2,1
BM25,dji zoom 2,B07KLCVWL6,22.298899,3,0
BM25,dji zoom 2,B08BW3TQ2D,17.678844,4,1
BM25,dji zoom 2,B07ZL6CFSW,17.226402,5,0
BM25,dji zoom 2,B08CMVGVQY,16.986119,6,0
BM25,dji zoom 2,B087QGWK6N,16.449628,7,0
BM25,dji zoom 2,B07B2P8GDL,15.977888,8,0
BM25,dji zoom 2,B08MRQ2638,15.64886,9,0
BM25,dji zoom 2,B07GJNFV6Q,15.192968,10,0
BM25,doctor costume for kids,B07Y8TH5B4,24.564405,1,2
BM25,doctor costume for kids,B07B2HYJ7K,22.292736,2,0
BM25,doctor costume for kids,B01CF6PAC4,18.640621,3,0
BM25,doctor costume for kids,B0027P9YMQ,18.319217,4,0
BM25,doctor costume for kids,B00FS5LO3Y,18.281301,5,0
BM25,doctor costume for kids,B00PYTIN9C,18.1746,6,0
BM25,doctor costume for kids,B0759YKCSD,18.038429,7,0
BM25,doctor costume for kids,B08V74Y6WB,17.84482,8,0
BM25,doctor costume for kids,B07SBCPTXM,17.684752,9,0
BM25,doctor costume for kids,B000VOESE4,17.582836,10,0
BM25,dodge challenger accessories sxt,B07Z7T5BV7,31.819976,1,3
BM25,dodge challenger accessories sxt,B075YRL1RQ,24.835579,2,0
BM25,dodge challenger accessories sxt,B07LD7MFV2,18.867366,3,0
BM25,dodge challenger accessories sxt,B07LD4QMBQ,17.670389,4,0
BM25,dodge challenger accessories sxt,B0849QY3J9,16.533745,5,0
BM25,dodge challenger accessories sxt,B07C51B647,16.256145,6,0
BM25,dodge challenger accessories sxt,B00COKU2AW,16.014587,7,0
BM25,dodge challenger accessories sxt,B078CBJ9K1,15.039407,8,0
BM25,dodge challenger accessories sxt,B07VXVP8MH,14.764842,9,0
BM25,dodge challenger accessories sxt,B085R89BCN,14.684419,10,0
BM25,dodge charger accessories,B075YRL1RQ,20.662462,1,3
BM25,dodge charger accessories,B07FN48FBV,19.573374,2,0
BM25,dodge charger accessories,B00COKU2AW,16.014587,3,0
BM25,dodge charger accessories,B07VXVP8MH,14.764842,4,0
BM25,dodge charger accessories,B07Z7T5BV7,14.709398,5,0
BM25,dodge charger accessories,B07LD4QMBQ,14.309139,6,0
BM25,dodge charger accessories,B07W6RYL6K,14.218378,7,0
BM25,dodge charger accessories,B01M8HKAZF,13.697856,8,0
BM25,dodge charger accessories,B00170N0UE,13.443333,9,0
BM25,dodge charger accessories,B07RPTY7FZ,13.131846,10,0
BM25,dodge cummins exhaust system,1620923424,24.942593,1,0
BM25,dodge cummins exhaust system,B06X9DWZSX,20.418242,2,1
BM25,dodge cummins exhaust system,B001AX9WGY,18.034234,3,0
BM25,dodge cummins exhaust system,B000CQBG28,18.034234,4,0
BM25,dodge cummins exhaust system,B000CQBG1O,16.836857,5,0
BM25,dodge cummins exhaust system,B000XQJZ3Y,15.545877,6,0
BM25,dodge cummins exhaust system,B00KL92E68,15.442495,7,0
BM25,dodge cummins exhaust system,B073WMRLZK,14.95895,8,0
BM25,dodge cummins exhaust system,B07VXVP8MH,14.764842,9,0
BM25,dodge cummins exhaust system,B00WKKH6WI,14.760869,10,0
BM25,dog,B00I8VZWME,9.370021,1,0
BM25,dog,B003ARUKU0,9.308571,2,0
BM25,dog,B09B7T3GZ4,9.299443,3,0
BM25,dog,B083J45TSS,9.201516,4,0
BM25,dog,B01N6WCJEB,9.041653,5,0
BM25,dog,B071JMC5M4,9.039188,6,0
BM25,dog,B07FJ6NXC4,9.039112,7,0
BM25,dog,B01MSCSX3Q,9.030425,8,0
BM25,dog,B07G54ZV4L,8.931543,9,0
BM25,dog,B07841WB4P,8.90517,10,0
BM25,dog birthdat presents,B07JMHQ2D7,10.188774,1,0
BM25,dog birthdat presents,B003TOV1D4,10.100034,2,0
BM25,dog birthdat presents,B0883YG4C7,10.05387,3,0
BM25,dog birthdat presents,B07PZ28HXW,9.590473,4,0
BM25,dog birthdat presents,B075MYW78D,9.584781,5,0
BM25,dog birthdat presents,136802355X,9.548905,6,0
BM25,dog birthdat presents,B00I8VZWME,9.370021,7,0
BM25,dog birthdat presents,B003ARUKU0,9.308571,8,0
BM25,dog birthdat presents,B09B7T3GZ4,9.299443,9,0
BM25,dog birthdat presents,B083J45TSS,9.201516,10,0
BM25,dog car protector,B01LBRDARU,15.721329,1,0
BM25,dog car protector,B09728KG5H,15.356184,2,0
BM25,dog car protector,B06Y23675C,14.656381,3,3
BM25,dog car protector,B07WYZNVX7,14.419091,4,0
BM25,dog car protector,B076BRRZNB,13.201268,5,0
BM25,dog car protector,B075TXTB2P,13.079465,6,0
BM25,dog car protector,B078C637XZ,12.606379,7,0
BM25,dog car protector,B014W40TSW,12.520575,8,0
BM25,dog car protector,B07L7CCSRK,12.357272,9,0
BM25,dog car protector,B01BBLOWFK,12.145134,10,0
BM25,dog christmas present box,B07TZTGCLB,19.187131,1,0
BM25,dog christmas present box,B09BLTK3H5,15.600386,2,0
BM25,dog christmas present box,B07YZHNKNF,14.01813,3,0
BM25,dog christmas present box,B08XMGJ4C4,13.910356,4,0
BM25,dog christmas present box,B07YDD2RZ1,13.653201,5,0
BM25,dog christmas present box,B01HSV7W5E,13.608017,6,0
BM25,dog christmas present box,B07YS3DQHG,13.202028,7,0
BM25,dog christmas present box,B01HVK91QA,13.168705,8,0
BM25,dog christmas present box,B07WRJW1XV,12.908787,9,0
BM25,dog christmas present box,B08HQV2RHV,12.759828,10,0
BM25,dog harness for large dogs,B00I8VZWME,37.601,1,0
BM25,dog harness for large dogs,B07G72Q9P5,33.261867,2,0
BM25,dog harness for large dogs,B01BBLOWFK,29.073627,3,0
BM25,dog harness for large dogs,B073TRQ42J,28.991948,4,0
BM25,dog harness for large dogs,B08RHN5SZX,27.918521,5,0
BM25,dog harness for large dogs,B09CQ8FQS1,27.628942,6,0
BM25,dog harness for large dogs,B07XNPYWC5,27.621098,7,0
BM25,dog harness for large dogs,B07ZFNP51Q,27.401006,8,0
BM25,dog harness for large dogs,B09BQTKL3T,26.893136,9,0
BM25,dog harness for large dogs,B081R15H9Q,26.734991,10,0
BM25,dog prosthetic leg,B0042IVR5S,16.610534,1,0
BM25,dog prosthetic leg,B0040ZEHPK,13.011728,2,0
BM25,dog prosthetic leg,B08Y91YBNP,11.343322,3,0
BM25,dog prosthetic leg,B01M0F672Z,10.8016,4,0
BM25,dog prosthetic leg,B07N95BV62,10.281159,5,0
BM25,dog prosthetic leg,B019EXSW6M,9.990248,6,1
BM25,dog prosthetic leg,B095RVSK71,9.944929,7,0
BM25,dog prosthetic leg,B08R9SN8B3,9.765965,8,1
BM25,dog prosthetic leg,B09GK86QH6,9.634045,9,0
BM25,dog prosthetic leg,B00I8VZWME,9.370021,10,0
BM25,dog seat for large dogs,B09728KG5H,32.343782,1,0
BM25,dog seat for large dogs,B08RHN5SZX,27.918521,2,0
BM25,dog seat for large dogs,B09BQTKL3T,26.893136,3,0
BM25,dog seat for large dogs,B06XDRZK5C,26.662639,4,0
BM25,dog seat for large dogs,B07YQD2WML,26.059823,5,0
BM25,dog seat for large dogs,B07V26H86M,25.980841,6,0
BM25,dog seat for large dogs,B072N4GCQB,25.828165,7,0
BM25,dog seat for large dogs,B09CQ8FQS1,25.202501,8,0
BM25,dog seat for large dogs,B00I8VZWME,25.054707,9,0
BM25,dog seat for large dogs,B010QOYBU4,25.047707,10,0
BM25,dog spider costume,B07WRL2ZCH,24.113925,1,0
BM25,dog spider costume,B07WDJJ16F,19.133115,2,0
BM25,dog spider costume,B00JSMW162,18.635926,3,3
BM25,dog spider costume,B092JDRMQX,17.658966,4,0
BM25,dog spider costume,B0797LQ439,16.984765,5,0
BM25,dog spider costume,B005G8VFTQ,16.501058,6,0
BM25,dog spider costume,B07TWF8JZ1,16.111782,7,0
BM25,dog spider costume,B07G54ZV4L,16.067393,8,0
BM25,dog spider costume,B01LXHSHLZ,15.967064,9,0
BM25,dog spider costume,B075XTMZG9,15.159459,10,0
BM25,dog tag,B003EA6GOC,18.365655,1,0
BM25,dog tag,B06XX8W133,17.825247,2,0
BM25,dog tag,B07D38NB1P,16.539269,3,0
BM25,dog tag,B08L89XL58,16.373473,4,0
BM25,dog tag,B07CQXSC2C,15.261422,5,0
BM25,dog tag,B07SCVBHZK,14.942759,6,0
BM25,dog tag,B07XX38VHF,13.194834,7,0
BM25,dog tag,B07841WB4P,13.052016,8,0
BM25,dog tag,B07532WKGY,12.990083,9,0
BM25,dog tag,B01M6E3QQW,12.982344,10,0
BM25,dog toothbrush and toothpaste,B00025K0R6,35.988094,1,0
BM25,dog toothbrush and toothpaste,B07NYB6DND,31.173736,2,3
BM25,dog toothbrush and toothpaste,B07Q7ZPWYZ,29.573452,3,0
BM25,dog toothbrush and toothpaste,B084WXPMP7,24.547532,4,0
BM25,dog toothbrush and toothpaste,B00U6SAZN8,21.770132,5,0
BM25,dog toothbrush and toothpaste,B07ZFXNY15,20.948307,6,0
BM25,dog toothbrush and toothpaste,B07L5D13LL,20.436124,7,0
BM25,dog toothbrush and toothpaste,B06VWD8NY3,20.283598,8,0
BM25,dog toothbrush and toothpaste,B07CVZDBKV,20.169643,9,0
BM25,dog toothbrush and toothpaste,B07P5NH63L,19.918915,10,0
BM25,dog vitamins,B0009YUI86,15.339913,1,0
BM25,dog vitamins,B0009YWKUA,15.009038,2,0
BM25,dog vitamins,B0114BNXQ6,14.835439,3,0
BM25,dog vitamins,B07F1DB4T2,14.04451,4,0
BM25,dog vitamins,B00N40ZEY0,14.014975,5,0
BM25,dog vitamins,B01BKECCNM,13.851823,6,0
BM25,dog vitamins,B001OKC6CA,13.819463,7,0
BM25,dog vitamins,B084B17ZJV,13.708472,8,0
BM25,dog vitamins,B00M0FHCN6,13.694841,9,0
BM25,dog vitamins,B00QT4VWTE,13.672962,10,0
BM25,dog water bottle,B07TZ3Q23L,18.854054,1,3
BM25,dog water bottle,B07QLBMMGD,13.233892,2,0
BM25,dog water bottle,B07QPDW4PT,13.192158,3,0
BM25,dog water bottle,B01BBLOWFK,12.545334,4,0
BM25,dog water bottle,B077NP3PZD,12.486013,5,0
BM25,dog water bottle,B06Y2T697H,12.400875,6,0
BM25,dog water bottle,B08DDFJ46W,12.36376,7,0
BM25,dog water bottle,B07RW8GKD8,12.3228,8,0
BM25,dog water bottle,B07XTDQFNX,12.301536,9,0
BM25,dog water bottle,B07BNX53J1,12.279072,10,0
BM25,dogs make me happy you not so much,B07K8WDCF2,29.859228,1,0
BM25,dogs make me happy you not so much,B083H4Z78Q,25.748745,2,0
BM25,dogs make me happy you not so much,B07Y6WLPCD,25.514536,3,3
BM25,dogs make me happy you not so much,B07M5Y7V92,23.821315,4,0
BM25,dogs make me happy you not so much,B06X1BDBR9,17.78549,5,0
BM25,dogs make me happy you not so much,B07Z415G92,17.395447,6,0
BM25,dogs make me happy you not so much,B06X17X51G,16.424855,7,0
BM25,dogs make me happy you not so much,B07J2FRF6M,16.027152,8,0
BM25,dogs make me happy you not so much,B07CBQ6LBN,15.860943,9,0
